filename,sum_functional_terms,sum_terms,cluster,rank
VEDLIoT_Deliverable_D2.1_v1.0_submitted,193,36147,software engineering,0.005339308932968158
VEDLIoT_Deliverable_D2.1_v1.0_submitted,30,36147,xai/tai,0.0008299443937256204
VEDLIoT_Deliverable_D2.1_v1.0_submitted,476,36147,,0.013168451047113177
White_Paper_BWL_DL_Leyer_Vol3_Nr6_DE,4,3825,cloud,0.0010457516339869282
White_Paper_BWL_DL_Leyer_Vol3_Nr6_DE,14,3825,mlops,0.0036601307189542483
White_Paper_BWL_DL_Leyer_Vol3_Nr6_DE,18,3825,,0.004705882352941176
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,2,1137,achitecture,0.001759014951627089
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,3,1137,cloud,0.002638522427440633
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,1,1137,infrastructure,0.0008795074758135445
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,20,1137,mlops,0.01759014951627089
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,1,1137,software engineering,0.0008795074758135445
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,2,1137,xai/tai,0.001759014951627089
Why-a-Hybrid-Approach-to-MLOps-is-Best_121043,29,1137,,0.025505716798592787
WS5Paper10,14,4266,cloud,0.0032817627754336614
WS5Paper10,3,4266,data science,0.0007032348804500703
WS5Paper10,3,4266,infrastructure,0.0007032348804500703
WS5Paper10,12,4266,mlops,0.0028129395218002813
WS5Paper10,15,4266,software engineering,0.0035161744022503515
WS5Paper10,13,4266,xai/tai,0.0030473511486169714
WS5Paper10,60,4266,,0.014064697609001406
XuRunyu_Summer2020,28,19614,achitecture,0.0014275517487508922
XuRunyu_Summer2020,113,19614,cloud,0.005761190986030386
XuRunyu_Summer2020,11,19614,data science,0.0005608239012949934
XuRunyu_Summer2020,67,19614,infrastructure,0.0034159273987967777
XuRunyu_Summer2020,195,19614,mlops,0.009941878250229429
XuRunyu_Summer2020,63,19614,software engineering,0.0032119914346895075
XuRunyu_Summer2020,4,19614,xai/tai,0.00020393596410727031
XuRunyu_Summer2020,481,19614,,0.024523299683899255
ZTA_Survey,8,18888,achitecture,0.00042354934349851756
ZTA_Survey,20,18888,cloud,0.0010588733587462938
ZTA_Survey,32,18888,data science,0.0016941973739940702
ZTA_Survey,40,18888,infrastructure,0.0021177467174925877
ZTA_Survey,167,18888,mlops,0.008841592545531555
ZTA_Survey,37,18888,software engineering,0.001958915713680644
ZTA_Survey,3,18888,xai/tai,0.0001588310038119441
ZTA_Survey,307,18888,,0.01625370605675561
